id,core
crd_c0112540b6764a02a42944c0434d87ae,legal
crd_a82fc925002649ae93310c73c8a74a8c,legal
crd_ba8bf1ab1f3a454eac2237a820e5da88,legal
crd_6cb04ac82f5f43b1a4a7cf2deae221df,legal
crd_2dcbea7036c54b9688bba4a478e03294,legal
crd_a751124c50e347d68fe2a2b340f01719,legal
crd_7ed94ab06dc44f91895dd7b9bf648b97,legal
crd_f8ac73538afa418390174732631ffa52,legal
crd_23bbbd44361b4dcf9942bd281212a613,legal
crd_0f37017fbc274dae8dc0603b6c6a73c3,legal
crd_a204f84909b6469c95cf671500547b35,legal
crd_e12a06c8188f4b1ba084b7c6b14b466d,legal
crd_cddd82bf6ec742418d26e653630792e9,legal
crd_3fde5b7a72b24201b728abd6c7f1797a,legal
